InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
500040,P28268,Portable Charger,4,16/05/2010 09:38:49 PM,31.36,13449,Netherlands
500518,P56008,Leather Keychain,5,08/03/2010 02:05:10 PM,13.87,18580,Canada
501724,P29975,Travel Adapter,5,25/01/2010 02:29:27 AM,45.54,18273,Mexico
500990,P35556,Sticky Notes Pack,2,12/08/2010 12:26:47 AM,7.96,11878,Italy
501091,P34846,Clip-on Reading Light,19,11/09/2010 10:44:04 PM,32.55,13665,Portugal
501756,P48664,Portable Charger,1,19/12/2010 10:03:50 AM,35.27,18107,Ireland
501138,P98327,Phone Stand,1,19/01/2010 08:32:30 AM,12.76,18417,South Africa
500844,P55648,Pocket Calculator,5,10/06/2010 11:11:54 PM,28.72,11984,Denmark
500113,P86695,Cotton Tote Bag,5,30/08/2010 07:22:50 PM,8.87,10968,New Zealand
500096,P89099,Foldable Umbrella,10,29/06/2010 03:23:17 AM,43.48,18734,Denmark
501311,P25793,LED Desk Lamp,8,07/05/2010 04:20:24 AM,20.97,12555,Mexico
501735,P86695,Cotton Tote Bag,15,15/04/2010 09:42:22 PM,8.87,12912,Argentina
501242,P92164,Wall Calendar,5,02/12/2010 01:59:20 AM,20.55,13412,Mexico
501497,P53395,Glass Water Bottle,3,02/12/2010 05:12:14 PM,39.55,10788,Austria
501062,P25764,LED Desk Lamp,10,19/09/2010 08:30:57 AM,37.04,12446,Switzerland
500727,P28268,Portable Charger,17,22/12/2010 10:18:23 PM,31.36,10539,Denmark
501863,P34660,Mini Bluetooth Speaker,19,11/07/2010 12:17:00 PM,30.59,12758,Spain
500011,P86970,Reusable Coffee Cup,5,13/11/2010 07:27:12 AM,47.76,10047,Ireland
501570,P45829,Aromatherapy Oil,18,09/09/2010 03:36:50 PM,13.58,17630,India
500754,P92164,Wall Calendar,19,29/06/2010 12:12:30 PM,20.55,16724,Japan
501739,P68049,Phone Stand,12,26/10/2010 02:51:13 AM,46.57,15938,Sweden
500751,P66332,Aromatherapy Oil,17,26/02/2010 01:36:28 PM,30.57,10700,Finland
500108,P58231,Sticky Notes Pack,6,03/08/2010 12:47:53 PM,39.2,15796,Canada
500637,P49056,LED Desk Lamp,7,23/09/2010 07:15:36 PM,10.51,16900,Greece
500430,P55246,Soft Throw Blanket,15,09/07/2010 07:38:45 AM,3.8,18433,New Zealand
500740,P97968,Reusable Coffee Cup,4,16/01/2010 10:02:16 AM,31.3,12256,United Kingdom
500985,P30977,Pocket Calculator,1,29/04/2010 09:47:35 AM,12.0,19444,South Africa
500689,P25793,LED Desk Lamp,2,18/04/2010 06:35:29 AM,20.97,14517,Germany
500607,P61977,Stainless Steel Straw Set,4,03/03/2010 02:37:37 AM,49.74,16286,South Africa
500237,P98731,Ceramic Mug,15,08/12/2010 09:33:41 AM,39.18,15242,China
500454,P95924,Portable Charger,1,31/07/2010 05:05:26 PM,10.61,13403,Ireland
500664,P83543,LED Desk Lamp,18,24/10/2010 12:53:14 AM,21.67,19859,Argentina
501678,P61939,Reusable Coffee Cup,8,22/01/2010 06:56:17 AM,28.22,15350,Greece
501615,P34842,Pocket Calculator,4,24/02/2010 10:06:57 AM,23.46,11858,Finland
500738,P46748,Laptop Sleeve,5,09/07/2010 08:11:13 AM,20.33,10723,Belgium
500737,P80323,Reusable Coffee Cup,18,22/02/2010 11:46:21 AM,3.67,10152,Austria
501467,P98731,Ceramic Mug,11,22/04/2010 02:18:44 PM,39.18,16347,Japan
501982,P84329,Clip-on Reading Light,15,28/10/2010 04:44:45 PM,44.66,19893,New Zealand
500434,P80080,Clip-on Reading Light,19,30/06/2010 08:25:46 AM,38.09,12296,Netherlands
500077,P66539,Magnetic Bookmark,16,13/11/2010 07:39:26 PM,41.49,14021,Norway
501357,P57553,Travel Notebook,5,21/06/2010 04:01:33 PM,5.89,11004,South Korea
500916,P97914,Desk Organizer,9,22/06/2010 08:00:09 PM,4.94,13624,United States
500218,P21545,Wireless Mouse,13,02/09/2010 12:48:39 AM,23.47,10684,Sweden
501022,P54225,Stainless Steel Straw Set,15,02/07/2010 07:56:42 AM,1.9,16828,Japan
501156,P57553,Travel Notebook,6,26/09/2010 11:54:04 AM,5.89,16436,Singapore
501220,P68557,Laptop Sleeve,13,04/09/2010 07:20:39 AM,2.8,12067,Russian Federation
501979,P86695,Cotton Tote Bag,15,11/01/2010 04:21:46 PM,8.87,10394,Belgium
500861,P45825,Desk Clock,2,17/11/2010 03:31:14 AM,22.47,16230,Austria
500962,P86695,Cotton Tote Bag,14,01/07/2010 08:10:44 PM,8.87,12745,South Africa
500368,P55246,Soft Throw Blanket,14,29/08/2010 08:23:35 AM,3.8,11466,South Africa
501023,P48243,LED Desk Lamp,9,04/06/2010 09:48:39 AM,14.43,19996,United States
500274,P38151,Pocket Calculator,19,12/08/2010 04:53:07 AM,11.15,14862,Netherlands
501205,P86970,Reusable Coffee Cup,5,26/09/2010 11:42:34 AM,47.76,19602,Finland
501948,P73185,Eco Lunch Box,10,03/06/2010 08:30:09 AM,9.2,16590,Russian Federation
501017,P32720,Pocket Calculator,7,21/03/2010 04:09:31 PM,30.26,18239,United States
500032,P59297,Portable Charger,19,22/12/2010 12:34:16 AM,7.39,17683,Switzerland
500999,P60390,Desk Clock,17,27/01/2010 07:04:10 PM,34.33,14885,Italy
501154,P84329,Clip-on Reading Light,8,03/09/2010 03:07:31 AM,44.66,15769,Argentina
500020,P94268,Wall Calendar,9,22/09/2010 10:51:35 AM,7.64,13061,Belgium
500226,P55246,Soft Throw Blanket,10,14/03/2010 11:39:01 PM,3.8,12046,Brazil
501536,P65831,Sticky Notes Pack,9,13/03/2010 12:47:37 PM,48.77,10722,India
500874,P53395,Glass Water Bottle,13,20/10/2010 07:24:14 PM,39.55,13819,Switzerland
500792,P95180,Wireless Mouse,7,11/02/2010 07:02:25 AM,9.04,18520,Germany
501219,P60390,Desk Clock,14,16/11/2010 07:22:01 AM,34.33,11300,South Africa
501183,P55246,Soft Throw Blanket,1,28/06/2010 02:16:12 AM,3.8,15794,Mexico
500734,P22237,Leather Keychain,15,16/06/2010 06:52:55 PM,7.56,12418,South Korea
501660,P68049,Phone Stand,6,29/01/2010 06:08:55 AM,46.57,10944,Greece
501872,P95180,Wireless Mouse,2,10/05/2010 04:21:54 PM,9.04,15885,United Kingdom
501733,P18328,Magnetic Bookmark,8,13/11/2010 04:01:38 AM,37.94,11785,Norway
500559,P14792,Glass Water Bottle,13,09/03/2010 08:47:54 PM,6.85,13536,Argentina
501557,P95924,Portable Charger,15,18/08/2010 12:43:39 PM,10.61,17899,France
500248,P81633,Ceramic Mug,4,28/10/2010 01:51:15 PM,39.68,17101,Singapore
500583,P29288,Desk Clock,19,16/03/2010 05:31:21 PM,4.42,16671,Spain
500135,P80323,Reusable Coffee Cup,10,12/02/2010 04:33:53 AM,3.67,17165,Netherlands
500514,P47748,Ceramic Mug,14,21/07/2010 06:19:10 PM,10.17,11165,New Zealand
500220,P34660,Mini Bluetooth Speaker,17,12/12/2010 11:26:03 AM,30.59,13356,Ireland
501048,P25015,Portable Charger,9,28/08/2010 12:48:30 PM,9.61,13563,Germany
501922,P45674,USB-C Cable,17,10/12/2010 11:31:35 AM,2.0,19537,Norway
500354,P40480,Reusable Coffee Cup,2,01/03/2010 09:18:57 PM,32.39,11345,Spain
500526,P98954,Travel Notebook,3,10/12/2010 05:25:26 PM,13.38,11946,Singapore
501029,P34660,Mini Bluetooth Speaker,1,11/02/2010 10:37:17 AM,30.59,12925,Japan
501223,P94268,Wall Calendar,14,01/12/2010 04:06:06 PM,7.64,14992,Norway
500352,P13728,Reusable Coffee Cup,3,25/05/2010 03:35:41 AM,48.92,13299,Japan
501657,P56008,Leather Keychain,8,12/10/2010 01:23:47 AM,13.87,14864,Russian Federation
501970,P34660,Mini Bluetooth Speaker,5,10/12/2010 11:16:34 PM,30.59,18315,South Korea
500523,P64796,Reusable Coffee Cup,7,12/03/2010 01:09:36 PM,7.46,17082,Spain
501210,P83543,LED Desk Lamp,6,03/09/2010 05:42:01 PM,21.67,18689,Australia
500836,P46748,Laptop Sleeve,15,15/07/2010 10:29:40 AM,20.33,11686,India
500020,P92234,Wall Calendar,19,02/11/2010 10:24:59 AM,1.7,10594,Ireland
501825,P48664,Portable Charger,17,20/09/2010 11:20:00 AM,35.27,15237,China
500972,P76201,Waterproof Pouch,1,10/11/2010 09:03:20 AM,1.29,19587,Norway
501120,P76262,Travel Notebook,17,03/07/2010 08:27:33 PM,30.59,12233,Ireland
500214,P77782,Eco Lunch Box,6,12/04/2010 08:47:48 PM,5.49,19498,France
500615,P64796,Reusable Coffee Cup,18,08/07/2010 06:51:15 PM,7.46,19168,Belgium
501910,P34846,Clip-on Reading Light,14,12/08/2010 07:07:02 AM,32.55,10378,Germany
501007,P80323,Reusable Coffee Cup,14,21/06/2010 08:09:29 AM,3.67,12600,China
500725,P66827,Notebook Set,6,31/05/2010 04:40:12 PM,38.24,19145,Finland
501490,P34842,Pocket Calculator,13,08/03/2010 09:56:43 PM,23.46,12603,France
500834,P35556,Sticky Notes Pack,18,01/03/2010 10:48:29 AM,7.96,19724,Ireland
501097,P56008,Leather Keychain,15,28/06/2010 09:55:19 PM,13.87,18899,Argentina
500112,P68557,Laptop Sleeve,1,01/10/2010 09:36:11 AM,2.8,18350,South Africa
501839,P57553,Travel Notebook,1,02/04/2010 12:32:48 PM,5.89,11542,Ireland
500258,P85842,Soft Throw Blanket,6,18/07/2010 07:30:50 AM,10.64,15902,Belgium
501501,P28268,Portable Charger,17,30/04/2010 04:22:20 PM,31.36,17740,China
501332,P66827,Notebook Set,19,26/04/2010 09:28:52 PM,38.24,12391,United States
501922,P22550,Glass Water Bottle,14,10/06/2010 08:20:41 AM,20.35,11120,Mexico
500475,P30977,Pocket Calculator,11,31/07/2010 05:56:27 PM,12.0,13520,Canada
500400,P28268,Portable Charger,2,24/11/2010 12:32:33 PM,31.36,13587,Russian Federation
500365,P18758,Mini Bluetooth Speaker,9,07/05/2010 08:57:44 AM,35.07,16969,India
501310,P22237,Leather Keychain,19,07/11/2010 04:02:35 PM,7.56,15577,Australia
500741,P45674,USB-C Cable,18,03/01/2010 12:03:21 PM,2.0,12624,Argentina
501044,P84329,Clip-on Reading Light,15,21/07/2010 02:15:19 PM,44.66,16094,South Africa
501672,P34842,Pocket Calculator,7,22/08/2010 11:50:16 AM,23.46,15943,Norway
500601,P34846,Clip-on Reading Light,16,10/01/2010 04:50:16 PM,32.55,16639,Germany
500829,P53395,Glass Water Bottle,3,27/05/2010 05:17:30 AM,39.55,17134,Sweden
500549,P68049,Phone Stand,15,13/05/2010 10:49:33 AM,46.57,14012,France
501046,P68049,Phone Stand,19,30/03/2010 06:01:17 AM,46.57,15776,Norway
501599,P81633,Ceramic Mug,18,25/02/2010 05:25:14 AM,39.68,19557,Netherlands
500900,P21545,Wireless Mouse,12,08/08/2010 10:31:20 PM,23.47,11404,Portugal
501582,P61399,Travel Adapter,6,20/02/2010 07:59:48 PM,31.08,15992,Norway
501057,P29975,Travel Adapter,13,16/08/2010 12:49:09 PM,45.54,14300,Germany
501253,P60993,Aromatherapy Oil,12,31/03/2010 07:16:30 AM,5.0,14230,New Zealand
501463,P65312,Aromatherapy Oil,10,27/12/2010 01:36:14 PM,48.56,14197,Finland
501647,P45081,Sticky Notes Pack,8,26/05/2010 07:27:15 PM,47.01,15412,South Africa
500813,P67813,Soft Throw Blanket,3,21/04/2010 06:02:40 AM,17.51,17654,United States
500872,P83543,LED Desk Lamp,14,22/06/2010 06:58:39 PM,21.67,16100,Canada
501413,P57553,Travel Notebook,4,14/10/2010 10:26:26 AM,5.89,10797,Greece
501043,P25793,LED Desk Lamp,8,29/06/2010 10:25:38 AM,20.97,13342,Austria
501737,P48664,Portable Charger,14,14/09/2010 09:37:37 PM,35.27,19651,Australia
500018,P18758,Mini Bluetooth Speaker,10,10/11/2010 12:58:07 AM,35.07,16732,New Zealand
500136,P44142,Desk Clock,16,21/07/2010 07:43:51 PM,20.73,13187,Mexico
500249,P25793,LED Desk Lamp,16,22/08/2010 10:59:59 AM,20.97,13544,China
500391,P18328,Magnetic Bookmark,15,24/08/2010 12:06:00 PM,37.94,14364,Norway
500632,P71344,Cotton Tote Bag,19,04/03/2010 11:59:59 AM,47.49,18277,China
501316,P56627,Pocket Calculator,10,03/10/2010 10:40:17 PM,39.71,12669,Denmark
500650,P29288,Desk Clock,12,17/11/2010 03:34:33 AM,4.42,18022,Portugal
500884,P38151,Pocket Calculator,6,21/12/2010 02:06:39 PM,11.15,17622,India
501508,P84329,Clip-on Reading Light,1,22/09/2010 11:50:23 PM,44.66,19034,Ireland
501565,P29975,Travel Adapter,5,28/09/2010 01:23:36 PM,45.54,11152,South Africa
500465,P70315,Laptop Sleeve,10,26/01/2010 08:03:10 PM,20.76,16068,Finland
500487,P61399,Travel Adapter,3,24/03/2010 03:30:51 AM,31.08,19241,India
501390,P38151,Pocket Calculator,7,31/10/2010 05:03:21 AM,11.15,16932,Sweden
500190,P71344,Cotton Tote Bag,9,28/09/2010 09:39:54 PM,47.49,12705,Sweden
501438,P66677,Sticky Notes Pack,17,10/12/2010 12:29:45 PM,24.94,11264,Portugal
500443,P45081,Sticky Notes Pack,4,03/02/2010 02:33:37 AM,47.01,11326,India
500361,P37935,USB-C Cable,8,11/09/2010 10:51:58 PM,29.82,14443,United Kingdom
501357,P60993,Aromatherapy Oil,14,06/11/2010 12:45:57 PM,5.0,12939,South Korea
500944,P45825,Desk Clock,14,01/04/2010 03:37:31 PM,22.47,16348,China
500354,P25793,LED Desk Lamp,2,31/12/2010 09:12:35 PM,20.97,10535,Australia
501393,P22237,Leather Keychain,15,19/06/2010 12:55:26 PM,7.56,13900,China
500613,P61939,Reusable Coffee Cup,19,17/11/2010 09:45:49 PM,28.22,18268,Norway
500348,P66539,Magnetic Bookmark,3,18/05/2010 11:10:04 AM,41.49,15696,United States
501763,P55246,Soft Throw Blanket,14,09/04/2010 02:09:58 PM,3.8,18086,South Korea
501854,P34660,Mini Bluetooth Speaker,10,25/11/2010 09:15:26 AM,30.59,12894,Russian Federation
500848,P66539,Magnetic Bookmark,7,06/10/2010 07:56:59 PM,41.49,15271,Brazil
500662,P34846,Clip-on Reading Light,8,09/03/2010 02:03:49 PM,32.55,11781,Australia
500982,P95924,Portable Charger,19,24/11/2010 03:40:22 PM,10.61,12668,Argentina
501164,P10799,Desk Clock,16,07/09/2010 12:14:48 AM,39.18,17649,New Zealand
501023,P21154,Phone Stand,17,20/11/2010 06:18:19 AM,23.33,12530,Switzerland
500868,P29288,Desk Clock,6,07/08/2010 08:21:25 AM,4.42,13569,Spain
500247,P66539,Magnetic Bookmark,15,03/07/2010 02:13:59 AM,41.49,15231,Belgium
500006,P48664,Portable Charger,17,05/07/2010 12:21:50 AM,35.27,13436,United States
501985,P61399,Travel Adapter,10,29/04/2010 02:28:26 AM,31.08,10477,Austria
501676,P38151,Pocket Calculator,5,18/03/2010 04:26:44 PM,11.15,19910,France
500043,P46748,Laptop Sleeve,6,29/08/2010 03:54:15 PM,20.33,15704,Italy
501177,P30977,Pocket Calculator,17,22/05/2010 02:03:26 PM,12.0,16181,Singapore
501933,P60390,Desk Clock,11,05/05/2010 12:13:12 AM,34.33,16827,Mexico
500783,P68434,Sticky Notes Pack,15,14/07/2010 10:50:12 PM,35.04,12690,Sweden
500720,P81633,Ceramic Mug,17,07/06/2010 06:01:14 PM,39.68,15171,Norway
500566,P34842,Pocket Calculator,9,18/05/2010 11:02:29 PM,23.46,19483,Sweden
500241,P56627,Pocket Calculator,9,29/09/2010 07:59:16 AM,39.71,18974,New Zealand
501735,P89099,Foldable Umbrella,10,05/06/2010 05:13:59 AM,43.48,14808,Ireland
500786,P57553,Travel Notebook,3,05/11/2010 06:12:49 AM,5.89,15253,United States
500809,P44142,Desk Clock,9,10/12/2010 11:44:48 PM,20.73,13239,Switzerland
501168,P77782,Eco Lunch Box,4,26/06/2010 05:48:56 AM,5.49,16878,Denmark
500700,P49056,LED Desk Lamp,14,07/03/2010 01:29:40 AM,10.51,17184,Japan
501146,P66677,Sticky Notes Pack,16,13/12/2010 10:17:42 PM,24.94,17413,India
500391,P85842,Soft Throw Blanket,11,08/08/2010 11:38:31 AM,10.64,13598,Sweden
501502,P64796,Reusable Coffee Cup,9,19/07/2010 09:56:19 AM,7.46,12354,Italy
500030,P32720,Pocket Calculator,3,23/09/2010 06:57:15 PM,30.26,15916,Germany
500813,P61399,Travel Adapter,18,30/10/2010 03:48:18 AM,31.08,13528,Brazil
501814,P89099,Foldable Umbrella,18,12/10/2010 09:38:45 AM,43.48,16013,Austria
501018,P92164,Wall Calendar,13,28/05/2010 11:39:57 AM,20.55,12948,Greece
500135,P44142,Desk Clock,13,12/07/2010 12:16:21 AM,20.73,19970,Norway
501441,P46023,Desk Organizer,19,06/08/2010 07:58:05 PM,35.8,12431,Norway
501849,P37355,Stainless Steel Straw Set,8,30/04/2010 04:05:35 PM,48.75,13446,India
501065,P51722,Travel Notebook,10,21/10/2010 01:41:04 PM,21.49,11335,New Zealand
501724,P74600,Eco Lunch Box,15,04/01/2010 10:26:37 AM,1.73,11987,South Africa
501985,P80080,Clip-on Reading Light,11,04/05/2010 04:43:27 AM,38.09,10252,United Kingdom
501108,P47748,Ceramic Mug,19,14/02/2010 02:24:17 PM,10.17,18632,United States
500879,P37122,Portable Charger,10,06/08/2010 01:25:55 PM,23.96,11112,New Zealand
501833,P61977,Stainless Steel Straw Set,6,02/11/2010 08:09:11 PM,49.74,18290,Netherlands
501877,P67813,Soft Throw Blanket,13,16/04/2010 06:44:16 AM,17.51,14583,Denmark
501004,P98327,Phone Stand,13,06/01/2010 11:05:40 PM,12.76,11705,India
501121,P29288,Desk Clock,9,14/07/2010 03:43:08 PM,4.42,15479,Portugal
501042,P74600,Eco Lunch Box,17,07/06/2010 11:23:45 AM,1.73,16993,Portugal
501996,P80080,Clip-on Reading Light,17,18/09/2010 06:43:18 AM,38.09,10765,Canada
501809,P21772,Phone Stand,11,28/01/2010 10:24:03 AM,43.1,18036,Ireland
501663,P74600,Eco Lunch Box,16,25/06/2010 02:37:32 PM,1.73,17143,Ireland
501910,P66539,Magnetic Bookmark,4,01/10/2010 01:08:00 PM,41.49,14456,Spain
501287,P85842,Soft Throw Blanket,17,01/11/2010 08:33:03 AM,10.64,11372,Russian Federation
500289,P77782,Eco Lunch Box,10,17/01/2010 04:37:14 PM,5.49,14858,Sweden
500140,P80323,Reusable Coffee Cup,16,02/09/2010 06:19:45 PM,3.67,13903,Argentina
501825,P61196,Scented Candle,7,17/03/2010 10:06:10 AM,19.02,17307,Japan
500392,P89099,Foldable Umbrella,17,12/01/2010 12:22:38 AM,43.48,17592,Russian Federation
500990,P40480,Reusable Coffee Cup,4,07/09/2010 11:56:27 AM,32.39,10832,Portugal
501528,P92234,Wall Calendar,15,28/06/2010 12:14:51 AM,1.7,19515,South Africa
501492,P37122,Portable Charger,14,14/09/2010 06:20:36 AM,23.96,14192,Portugal
500261,P45435,Wireless Mouse,5,24/06/2010 04:59:56 PM,4.77,18114,Canada
501739,P51722,Travel Notebook,2,07/08/2010 10:02:25 PM,21.49,14154,South Korea
501396,P98954,Travel Notebook,2,18/05/2010 09:30:00 PM,13.38,17608,Brazil
500974,P45674,USB-C Cable,8,20/04/2010 10:12:55 AM,2.0,19109,New Zealand
501905,P65312,Aromatherapy Oil,9,13/05/2010 09:57:25 PM,48.56,11321,Sweden
500957,P66332,Aromatherapy Oil,8,26/05/2010 04:32:14 PM,30.57,13412,Japan
501769,P66827,Notebook Set,12,09/06/2010 05:21:16 AM,38.24,18219,Austria
501230,P98954,Travel Notebook,7,31/08/2010 07:03:32 AM,13.38,14999,United States
500893,P49056,LED Desk Lamp,15,17/01/2010 01:20:17 PM,10.51,15527,Netherlands
500225,P98954,Travel Notebook,16,02/04/2010 06:22:22 AM,13.38,16817,Russian Federation
501531,P68434,Sticky Notes Pack,7,23/03/2010 05:46:45 PM,35.04,13747,Belgium
501857,P14792,Glass Water Bottle,14,22/11/2010 06:25:17 AM,6.85,15074,Austria
500066,P46748,Laptop Sleeve,1,04/03/2010 11:36:13 AM,20.33,19470,Russian Federation
500402,P86970,Reusable Coffee Cup,19,17/08/2010 05:22:57 AM,47.76,12925,Japan
501086,P71344,Cotton Tote Bag,7,14/05/2010 06:08:17 AM,47.49,17371,Canada
501556,P94268,Wall Calendar,3,26/12/2010 01:10:27 PM,7.64,13944,Austria
500159,P55648,Pocket Calculator,14,11/09/2010 11:58:18 PM,28.72,12977,Portugal
501083,P18328,Magnetic Bookmark,7,01/04/2010 07:08:28 PM,37.94,18722,China
501747,P86970,Reusable Coffee Cup,2,05/03/2010 01:30:43 AM,47.76,15147,Sweden
501246,P66332,Aromatherapy Oil,19,10/01/2010 11:52:12 AM,30.57,12223,United Kingdom
501480,P25793,LED Desk Lamp,19,19/01/2010 02:04:45 AM,20.97,12623,South Africa
500652,P60993,Aromatherapy Oil,7,17/04/2010 02:45:58 AM,5.0,12128,China
501841,P68049,Phone Stand,6,14/09/2010 09:34:48 AM,46.57,19586,Belgium
501821,P28268,Portable Charger,5,15/02/2010 11:30:10 AM,31.36,12066,Australia
500897,P34842,Pocket Calculator,5,13/08/2010 02:48:46 PM,23.46,18273,Germany
501685,P66677,Sticky Notes Pack,5,05/06/2010 02:58:27 AM,24.94,19883,Singapore
501944,P80323,Reusable Coffee Cup,14,30/12/2010 01:37:10 AM,3.67,15785,United Kingdom
501936,P34660,Mini Bluetooth Speaker,6,16/03/2010 09:14:35 PM,30.59,11586,Mexico
500634,P86762,USB-C Cable,8,24/12/2010 07:35:15 AM,4.14,12811,Ireland
501431,P54225,Stainless Steel Straw Set,15,02/01/2010 06:09:44 AM,1.9,15073,Norway
500751,P37355,Stainless Steel Straw Set,6,13/10/2010 12:13:18 PM,48.75,12365,China
500854,P18328,Magnetic Bookmark,9,27/11/2010 06:14:27 PM,37.94,17173,China
501116,P44142,Desk Clock,19,06/09/2010 05:34:29 AM,20.73,19191,Singapore
501872,P21772,Phone Stand,1,04/10/2010 05:44:34 PM,43.1,10286,Brazil
501405,P97778,Wall Calendar,9,14/02/2010 06:10:58 AM,5.6,15303,Argentina
500826,P45435,Wireless Mouse,12,16/10/2010 06:28:55 PM,4.77,19611,Austria
501712,P98954,Travel Notebook,7,02/08/2010 05:17:58 PM,13.38,13683,Canada
500646,P37935,USB-C Cable,8,16/05/2010 03:29:12 AM,29.82,12990,Finland
500770,P97914,Desk Organizer,16,31/07/2010 12:39:24 PM,4.94,11219,United Kingdom
500446,P29589,Travel Adapter,10,06/06/2010 04:47:10 AM,8.08,11162,China
500069,P18328,Magnetic Bookmark,15,02/01/2010 02:46:03 AM,37.94,13323,Sweden
501359,P91110,Soft Throw Blanket,16,31/12/2010 03:44:47 AM,13.36,19136,Australia
501608,P48664,Portable Charger,4,06/06/2010 05:55:05 AM,35.27,11979,South Korea
500815,P60993,Aromatherapy Oil,11,19/04/2010 03:26:59 PM,5.0,16837,South Africa
501229,P21545,Wireless Mouse,10,25/11/2010 11:10:52 PM,23.47,12529,Greece
501892,P67813,Soft Throw Blanket,14,16/09/2010 07:20:45 AM,17.51,15768,India
500912,P74600,Eco Lunch Box,12,05/07/2010 04:21:00 PM,1.73,19049,United States
501933,P81633,Ceramic Mug,19,22/03/2010 11:50:42 AM,39.68,10842,Netherlands
500294,P98327,Phone Stand,13,29/03/2010 07:47:59 PM,12.76,16678,Russian Federation
500110,P86970,Reusable Coffee Cup,15,14/11/2010 06:51:57 PM,47.76,11648,India
500105,P34660,Mini Bluetooth Speaker,6,14/10/2010 12:21:56 AM,30.59,14356,Mexico
501358,P57553,Travel Notebook,11,12/02/2010 06:25:02 AM,5.89,10906,Portugal
500641,P76201,Waterproof Pouch,9,29/09/2010 05:28:13 AM,1.29,18349,China
501326,P73185,Eco Lunch Box,13,24/12/2010 07:00:23 AM,9.2,12106,Russian Federation
501274,P67813,Soft Throw Blanket,18,27/02/2010 06:44:00 AM,17.51,11375,Belgium
501823,P21772,Phone Stand,16,10/04/2010 10:23:16 PM,43.1,19059,Greece
500813,P40480,Reusable Coffee Cup,5,29/10/2010 07:39:57 AM,32.39,15757,Portugal
501144,P14792,Glass Water Bottle,14,22/03/2010 11:39:25 AM,6.85,10162,Switzerland
501193,P45081,Sticky Notes Pack,4,13/07/2010 09:47:22 AM,47.01,14503,Mexico
500929,P61399,Travel Adapter,1,15/06/2010 07:49:07 PM,31.08,14358,Germany
500427,P86695,Cotton Tote Bag,13,08/04/2010 06:43:59 PM,8.87,10106,Singapore
501505,P53395,Glass Water Bottle,1,05/04/2010 06:14:09 AM,39.55,11577,France
501789,P25764,LED Desk Lamp,1,16/06/2010 07:39:40 PM,37.04,13577,Switzerland
501696,P47748,Ceramic Mug,9,20/08/2010 09:11:03 AM,10.17,15828,Norway
500413,P86695,Cotton Tote Bag,12,04/01/2010 10:48:17 PM,8.87,16668,Ireland
500745,P59297,Portable Charger,1,01/02/2010 05:58:43 PM,7.39,13271,France
500434,P22550,Glass Water Bottle,2,01/07/2010 04:37:01 PM,20.35,18425,France
500431,P21154,Phone Stand,5,11/11/2010 12:55:12 AM,23.33,13924,Finland
500777,P15972,Wall Calendar,12,22/04/2010 10:24:49 AM,28.53,19537,South Africa
501275,P94268,Wall Calendar,14,25/09/2010 07:13:12 AM,7.64,11486,Portugal
500761,P18758,Mini Bluetooth Speaker,14,12/02/2010 07:14:45 PM,35.07,19583,Canada
501577,P91110,Soft Throw Blanket,16,24/03/2010 03:05:01 AM,13.36,17055,Sweden
500616,P89099,Foldable Umbrella,4,18/01/2010 11:38:07 AM,43.48,18428,New Zealand
500413,P48243,LED Desk Lamp,9,29/05/2010 11:51:10 PM,14.43,12395,United Kingdom
500449,P45825,Desk Clock,14,31/01/2010 10:42:40 AM,22.47,12301,Ireland
500726,P98731,Ceramic Mug,9,25/10/2010 01:28:54 PM,39.18,17216,United States
501903,P57553,Travel Notebook,19,01/02/2010 01:17:58 PM,5.89,17921,Singapore
501746,P56627,Pocket Calculator,5,22/04/2010 07:55:27 PM,39.71,19684,South Korea
501458,P67813,Soft Throw Blanket,15,26/11/2010 02:44:06 PM,17.51,11354,Sweden
500506,P73185,Eco Lunch Box,1,03/02/2010 01:58:59 AM,9.2,13042,Ireland
500986,P83543,LED Desk Lamp,5,10/01/2010 08:16:55 AM,21.67,15111,Russian Federation
501658,P91110,Soft Throw Blanket,8,27/02/2010 02:13:14 AM,13.36,14868,Portugal
501483,P95180,Wireless Mouse,13,09/05/2010 12:26:29 PM,9.04,10204,Austria
501061,P47748,Ceramic Mug,13,10/11/2010 05:31:43 PM,10.17,16154,Sweden
501959,P45674,USB-C Cable,3,05/06/2010 02:47:18 PM,2.0,18709,Norway
501031,P66539,Magnetic Bookmark,16,22/09/2010 06:06:01 AM,41.49,14517,Australia
500211,P68049,Phone Stand,14,13/12/2010 09:26:59 PM,46.57,12416,Austria
501377,P61399,Travel Adapter,1,11/07/2010 02:05:34 PM,31.08,19327,United Kingdom
500427,P51722,Travel Notebook,18,31/03/2010 11:26:31 AM,21.49,12427,Finland
500834,P92164,Wall Calendar,19,06/03/2010 02:16:29 PM,20.55,18146,China
501626,P34660,Mini Bluetooth Speaker,13,18/02/2010 03:07:20 AM,30.59,12675,Japan
501604,P86970,Reusable Coffee Cup,4,01/08/2010 03:59:48 AM,47.76,10948,Brazil
500623,P89099,Foldable Umbrella,16,18/05/2010 10:30:55 AM,43.48,10142,Mexico
501460,P46748,Laptop Sleeve,5,14/01/2010 02:21:03 AM,20.33,10837,Ireland
